booking_id,order_id,customer_key,route_key,date_key,seat_class,order_status,price,ticket_count
62,47,2335,54,2024-09-13,economy,paid,34230.96,1
63,47,2335,25,2024-08-04,economy,paid,27970.80,1
64,48,5593,35,2026-07-23,business,paid,35098.28,1
65,48,5593,37,2026-07-16,economy,paid,3236.50,1
66,48,5593,32,2026-07-18,economy,paid,9957.41,1
67,49,6656,16,2024-11-28,economy,paid,38714.92,1
68,50,7114,15,2025-01-01,economy,paid,4515.62,1
69,51,5648,37,2025-06-22,economy,cancelled,4954.66,1
70,52,245,54,2025-01-19,economy,paid,38204.38,1
71,53,1610,44,2024-09-14,economy,created,39272.17,1
72,54,3118,43,2025-09-19,economy,cancelled,39436.76,1
73,55,4128,58,2026-01-22,economy,created,11579.30,1
74,55,4128,49,2026-02-24,economy,created,10128.83,1
75,56,8872,7,2025-09-28,economy,created,14212.64,1
76,57,665,40,2026-07-17,economy,created,41517.00,1
77,58,7839,40,2024-10-26,economy,created,47350.74,1
78,59,9837,51,2025-07-12,economy,cancelled,11862.58,1
79,59,9837,21,2025-06-22,business,cancelled,106737.28,1
80,60,1026,8,2025-07-18,economy,paid,17718.83,1
81,61,1331,5,2024-10-21,economy,paid,46160.93,1
82,62,418,5,2026-06-25,business,paid,94474.63,1
83,63,4576,12,2025-09-04,economy,paid,26444.30,1
84,64,2904,55,2024-11-30,business,created,17070.41,1
85,64,2904,42,2024-10-20,economy,created,31481.57,1
86,65,6737,44,2025-07-20,economy,paid,39040.43,1
87,66,4426,7,2026-07-18,economy,created,13312.65,1
88,67,7254,12,2025-05-04,economy,created,32182.07,1
89,68,2131,5,2026-07-15,economy,paid,46875.47,1
90,69,8063,14,2024-10-17,economy,cancelled,31660.41,1
91,69,8063,38,2024-12-08,economy,cancelled,19310.75,1
92,70,2638,36,2024-12-26,economy,paid,39036.50,1
93,71,4318,54,2026-07-23,economy,paid,47687.41,1
94,71,4318,34,2026-07-03,economy,paid,13164.94,1
95,72,1101,49,2026-02-26,business,paid,33240.75,1
96,72,1101,1,2026-01-20,economy,paid,19629.88,1
97,73,3803,55,2026-05-18,economy,cancelled,10279.65,1
98,74,5864,31,2025-02-26,economy,paid,41380.01,1
99,74,5864,7,2025-02-06,economy,paid,16157.01,1
100,74,5864,16,2025-01-11,economy,paid,44291.98,1
101,75,2692,11,2024-10-06,economy,paid,13341.76,1
102,76,8,26,2025-07-06,business,paid,84060.02,1
103,76,8,34,2025-06-29,economy,paid,13492.41,1
104,77,3899,59,2025-03-08,economy,paid,32178.90,1
105,77,3899,26,2025-03-14,economy,paid,42354.38,1
106,78,8123,36,2025-01-31,business,paid,121867.74,1
107,79,3120,7,2025-12-19,business,paid,35033.99,1
108,80,5032,42,2025-11-11,business,created,74338.26,1
109,81,9484,28,2025-09-17,economy,paid,8089.52,1
110,81,9484,18,2025-10-03,economy,paid,35837.35,1
111,81,9484,13,2025-09-10,economy,paid,9369.53,1
112,82,4818,43,2025-10-12,economy,paid,30062.82,1
113,83,4099,10,2026-03-31,economy,created,10818.74,1
114,83,4099,10,2026-03-30,economy,created,12464.11,1
115,83,4099,55,2026-03-27,economy,created,9829.74,1
116,84,8412,35,2026-03-07,business,paid,46757.83,1
117,85,1512,21,2025-04-01,economy,paid,38456.48,1
118,86,1677,20,2025-02-22,economy,paid,3875.22,1
119,86,1677,29,2025-03-01,economy,paid,10654.17,1
120,87,8050,36,2024-08-24,business,paid,90261.21,1
121,88,6980,56,2025-12-04,economy,paid,10160.98,1
122,89,8443,52,2026-02-24,economy,cancelled,12669.21,1
123,89,8443,59,2026-02-06,economy,cancelled,34556.42,1
124,90,478,50,2025-09-11,economy,paid,17057.30,1
125,91,376,58,2025-03-02,economy,paid,11112.71,1
126,92,6600,35,2024-10-07,economy,cancelled,19690.80,1
127,93,7432,36,2025-04-04,economy,paid,31577.29,1
128,94,3866,55,2025-07-01,economy,created,9848.52,1
129,95,5982,54,2026-08-26,business,paid,99091.04,1
130,96,1383,8,2024-09-17,business,paid,53725.16,1
131,97,5373,14,2024-10-01,business,paid,67314.30,1
132,98,5998,31,2026-08-11,economy,created,44609.95,1
133,99,1719,23,2024-10-08,economy,paid,37643.62,1
134,100,1194,14,2025-03-05,economy,cancelled,29990.20,1
135,100,1194,11,2025-03-05,economy,cancelled,13124.20,1
136,101,9350,56,2025-06-27,economy,cancelled,9793.93,1
137,102,9135,9,2024-12-25,economy,paid,12032.43,1
138,102,9135,30,2024-11-24,economy,paid,2957.75,1
139,103,7045,14,2024-10-27,economy,paid,29018.90,1
140,103,7045,18,2024-10-25,economy,paid,39434.82,1
141,103,7045,42,2024-11-20,economy,paid,28127.39,1
142,104,2595,28,2026-03-09,economy,paid,7774.75,1
143,105,556,16,2024-11-25,economy,paid,37170.53,1
144,106,9802,48,2024-09-20,business,paid,61726.33,1
145,107,2130,43,2025-10-17,economy,paid,33644.78,1
146,107,2130,32,2025-11-12,economy,paid,10802.77,1
147,108,1377,20,2024-10-13,economy,paid,3473.94,1
148,109,7232,32,2025-06-12,economy,paid,10440.87,1
149,109,7232,51,2025-08-03,economy,paid,11299.14,1
150,110,430,60,2025-07-14,business,created,147660.58,1
151,110,430,38,2025-08-18,business,created,43320.47,1
152,110,430,17,2025-07-22,economy,created,25129.10,1
153,111,7560,6,2025-04-01,business,paid,75222.84,1
154,112,9415,29,2025-05-24,economy,created,10719.99,1
155,113,2122,53,2025-10-21,business,paid,16266.79,1
156,113,2122,59,2025-09-13,economy,paid,36355.78,1
157,114,8093,48,2026-07-24,economy,created,25759.30,1
158,115,8592,17,2026-07-26,economy,paid,21040.57,1
159,116,3891,21,2025-08-30,economy,paid,48213.80,1
160,117,490,29,2024-09-27,economy,paid,8125.23,1
161,117,490,43,2024-09-13,economy,paid,29935.58,1
162,118,6242,9,2025-05-19,economy,paid,14204.98,1
163,119,2752,37,2025-11-30,economy,paid,4607.39,1
164,119,2752,5,2025-11-14,economy,paid,40399.72,1
165,120,6137,16,2026-04-24,economy,created,46802.38,1
166,121,6413,54,2026-01-01,economy,paid,42177.58,1
167,122,5574,20,2026-05-15,business,cancelled,7656.69,1
168,123,8734,55,2025-08-11,economy,created,10282.88,1
169,123,8734,50,2025-09-24,economy,created,15532.06,1
170,124,2915,14,2025-09-03,economy,paid,24943.38,1
171,125,6614,48,2024-09-16,business,paid,53270.69,1
172,125,6614,45,2024-09-25,business,paid,113606.55,1
173,126,1675,26,2025-12-10,business,cancelled,83074.53,1
174,126,1675,31,2025-12-22,economy,cancelled,44405.20,1
175,127,9174,47,2024-08-22,economy,paid,2112.17,1
176,128,421,41,2025-11-30,economy,cancelled,7378.11,1
177,129,257,45,2025-04-11,economy,paid,52934.68,1
178,129,257,48,2025-04-19,economy,paid,23319.98,1
179,130,3674,40,2026-09-03,economy,paid,46116.93,1
180,131,8394,22,2024-12-25,economy,paid,2560.47,1
181,132,7885,25,2024-08-12,business,paid,62026.61,1
182,133,4410,1,2026-07-03,economy,paid,24653.92,1
183,134,3444,25,2025-08-02,economy,paid,23475.76,1
184,134,3444,42,2025-06-27,economy,paid,33330.43,1
185,135,4812,46,2025-10-03,economy,paid,34204.83,1
186,136,2843,15,2025-08-31,economy,paid,5662.39,1
187,137,6873,21,2025-05-01,business,cancelled,110352.57,1
188,138,3902,22,2025-08-27,economy,paid,1711.48,1
189,139,2453,49,2024-08-20,economy,created,12783.40,1
190,140,4645,4,2025-09-03,business,paid,36180.33,1
191,141,8671,44,2026-05-09,business,paid,81588.14,1
192,141,8671,59,2026-03-21,business,paid,94854.44,1
193,142,9914,32,2026-04-16,economy,paid,10809.48,1
194,143,2127,20,2026-01-02,economy,paid,2697.63,1
195,144,6590,14,2026-03-13,economy,cancelled,24278.16,1
196,145,6818,56,2026-06-22,business,created,21574.96,1
197,146,7370,53,2025-10-06,economy,paid,6109.60,1
198,147,8360,28,2025-09-04,business,cancelled,14591.34,1
199,148,8870,59,2025-07-24,economy,created,29300.03,1
200,149,4720,4,2026-02-28,economy,paid,13580.70,1
201,150,1360,27,2024-08-27,economy,paid,43808.83,1
202,151,417,47,2026-03-06,economy,paid,2669.33,1
203,152,703,14,2026-03-06,economy,paid,26561.78,1
204,152,703,15,2026-02-22,economy,paid,5238.50,1
205,153,9607,12,2024-10-08,business,paid,59448.43,1
206,153,9607,35,2024-09-30,economy,paid,17105.53,1
207,154,2149,12,2024-10-02,economy,created,33824.47,1
208,155,5341,19,2025-10-19,economy,paid,3548.18,1
209,156,5309,17,2025-08-02,economy,paid,23926.41,1
210,157,6975,59,2025-01-18,economy,created,41501.36,1
211,158,4652,39,2025-02-04,economy,paid,57007.06,1
212,158,4652,26,2025-02-04,economy,paid,37853.78,1
213,159,2361,10,2025-03-04,economy,paid,14484.58,1
214,159,2361,54,2025-04-02,economy,paid,36614.35,1
215,160,6932,54,2025-06-06,economy,created,43687.17,1
216,161,6772,46,2026-04-05,economy,paid,27064.73,1
217,162,6043,26,2026-05-23,economy,created,30537.85,1
218,163,8903,1,2026-04-17,economy,paid,24655.63,1
219,163,8903,23,2026-05-08,economy,paid,53276.10,1
220,164,2070,47,2026-01-13,economy,paid,3210.55,1
221,165,4995,42,2025-07-04,business,created,79530.99,1
222,166,8513,5,2025-01-12,economy,paid,45556.73,1
223,167,8725,29,2026-02-04,economy,paid,9749.13,1
224,168,7472,25,2026-02-04,economy,created,27740.10,1
225,169,7607,39,2025-10-02,economy,paid,41786.09,1
226,170,9209,42,2025-02-04,economy,cancelled,21155.67,1
227,170,9209,58,2024-12-30,economy,cancelled,13392.04,1
228,171,2334,42,2024-09-09,economy,created,27948.35,1
229,172,9074,48,2025-12-31,economy,paid,30296.84,1
230,173,7202,16,2026-05-03,economy,paid,32681.54,1
231,173,7202,5,2026-04-08,business,paid,100066.88,1
232,173,7202,45,2026-04-19,economy,paid,52433.12,1
233,174,3524,39,2026-01-28,economy,paid,54315.60,1
234,175,9249,23,2024-10-17,economy,paid,40677.38,1
235,176,5339,25,2024-12-26,economy,cancelled,18881.09,1
236,176,5339,60,2024-12-14,economy,cancelled,51701.03,1
237,177,6750,44,2026-01-22,economy,created,34563.17,1
238,177,6750,21,2026-01-28,economy,created,36274.54,1
239,178,9588,7,2026-06-15,economy,paid,13456.75,1
240,178,9588,13,2026-06-14,economy,paid,12785.57,1
241,179,3875,10,2025-08-08,economy,created,11204.16,1
242,180,9464,2,2025-01-06,economy,cancelled,9596.24,1
243,180,9464,27,2025-01-18,business,cancelled,97285.10,1
244,181,6847,45,2025-07-11,economy,paid,54982.15,1
245,182,9356,11,2025-09-30,economy,paid,11206.66,1
246,183,9464,26,2025-03-29,economy,created,34130.98,1
247,184,7321,50,2024-11-29,economy,created,18963.46,1
248,185,45,47,2026-01-28,economy,paid,2364.80,1
249,186,909,5,2025-09-07,economy,paid,40097.87,1
250,187,8635,19,2025-03-14,economy,paid,4120.27,1
251,187,8635,6,2025-04-12,economy,paid,29788.49,1
252,188,2266,1,2024-12-03,economy,cancelled,24857.48,1
253,189,2141,11,2024-10-11,economy,created,10613.25,1
254,190,2208,51,2025-08-28,economy,paid,10030.24,1
255,191,8979,32,2025-02-18,economy,paid,8442.29,1
256,192,8498,9,2025-03-16,economy,paid,11544.74,1
257,193,3451,5,2024-09-02,economy,created,48470.44,1
258,194,8427,17,2025-08-30,economy,paid,17695.04,1
259,195,998,36,2026-07-05,economy,paid,32410.74,1
260,196,4950,1,2025-12-17,business,paid,54635.59,1
261,196,4950,37,2025-12-11,economy,paid,3448.85,1
262,197,1794,22,2026-03-28,economy,created,2003.90,1
263,197,1794,42,2026-03-11,economy,created,33554.36,1
264,197,1794,57,2026-02-14,business,created,12831.67,1
265,198,375,52,2026-04-02,business,paid,29445.64,1
266,199,394,25,2024-11-26,economy,cancelled,19202.00,1
267,200,7703,53,2024-11-04,economy,paid,6599.19,1
268,201,2473,56,2024-10-08,economy,cancelled,10004.32,1
269,201,2473,18,2024-09-08,economy,cancelled,49299.42,1
270,202,6720,10,2025-05-19,economy,paid,10749.76,1
271,202,6720,34,2025-04-19,economy,paid,9781.33,1
272,203,9927,29,2024-10-09,business,paid,30296.38,1
273,204,6269,41,2024-12-04,economy,paid,8437.37,1
274,205,8670,52,2025-05-10,economy,paid,12389.27,1
275,206,607,21,2025-10-30,economy,paid,36270.06,1
276,207,3415,33,2024-09-03,business,created,13744.47,1
277,207,3415,34,2024-10-17,economy,created,14847.74,1
278,208,2452,30,2025-01-21,economy,paid,3463.61,1
279,209,5524,30,2026-07-11,economy,paid,3164.94,1
280,210,2206,57,2026-02-18,economy,paid,3942.29,1
281,210,2206,23,2026-03-09,economy,paid,38355.55,1
282,211,9690,57,2026-02-07,economy,created,5470.44,1
283,211,9690,28,2026-02-03,economy,created,6666.99,1
284,212,5734,56,2025-07-16,economy,created,8732.66,1
285,212,5734,60,2025-07-13,business,created,113222.85,1
286,213,21,17,2025-12-19,economy,created,18092.46,1
287,214,2101,24,2024-09-28,economy,paid,10482.90,1
288,214,2101,15,2024-09-27,economy,paid,5377.74,1
289,215,1593,26,2026-01-11,economy,paid,33510.51,1
290,215,1593,29,2026-01-10,economy,paid,11482.93,1
291,216,3126,1,2025-07-04,economy,paid,23831.09,1
292,216,3126,52,2025-05-30,economy,paid,11473.95,1
293,216,3126,40,2025-05-29,business,paid,102224.03,1
294,217,6347,21,2025-09-19,business,paid,114864.97,1
295,218,4250,11,2026-05-31,economy,created,12153.04,1
296,219,2308,49,2025-05-03,economy,paid,10025.06,1
297,219,2308,11,2025-05-07,economy,paid,12631.31,1
298,220,2654,30,2026-03-05,economy,paid,2868.59,1
299,221,7066,13,2025-07-01,economy,paid,10212.74,1
300,222,2130,25,2026-04-14,economy,paid,21175.68,1
301,222,2130,20,2026-04-05,economy,paid,2979.11,1
302,223,5610,28,2025-09-02,economy,paid,6324.21,1
303,224,125,3,2025-12-19,economy,created,5508.45,1
304,225,4092,54,2025-05-29,economy,paid,44171.43,1
305,226,6039,7,2025-05-10,economy,paid,12501.61,1
306,227,6077,32,2025-05-10,economy,created,9219.85,1
307,228,6095,21,2026-02-09,economy,paid,47891.77,1
308,229,2243,32,2026-09-11,economy,paid,8800.34,1
309,230,1942,17,2026-02-02,economy,paid,20431.27,1
310,230,1942,34,2026-01-06,economy,paid,10842.84,1
311,231,9075,20,2025-07-15,economy,paid,3598.65,1
312,232,8012,9,2026-06-18,economy,paid,13573.31,1
313,233,6001,15,2026-05-21,economy,created,4500.89,1
314,234,1384,47,2026-01-23,economy,paid,2820.58,1
315,235,7422,35,2025-05-18,economy,paid,19178.07,1
316,236,4715,52,2025-07-25,economy,cancelled,13713.09,1
317,236,4715,13,2025-08-25,economy,cancelled,10653.45,1
318,237,8062,58,2024-08-17,economy,paid,10153.03,1
319,238,9260,5,2025-01-30,economy,paid,40170.46,1
320,239,6979,28,2024-08-07,economy,paid,6174.01,1
321,240,8130,4,2026-07-01,economy,paid,10237.86,1
322,240,8130,48,2026-08-10,business,paid,53340.82,1
323,241,5469,19,2026-01-22,business,cancelled,9865.13,1
324,241,5469,8,2026-01-02,economy,cancelled,22917.86,1
325,242,9945,11,2025-05-01,economy,created,12573.90,1
326,243,7157,29,2025-12-21,economy,paid,8031.57,1
327,244,311,46,2026-06-29,business,paid,65402.12,1
328,245,6603,44,2025-09-04,economy,cancelled,32704.90,1
329,246,1112,55,2025-12-14,business,cancelled,25295.09,1
330,247,9223,42,2024-09-09,economy,created,30918.68,1
331,248,9408,14,2026-08-04,economy,paid,28216.45,1
332,249,5189,1,2024-12-04,business,paid,71034.53,1
333,250,9797,32,2025-03-31,economy,paid,7181.96,1
334,250,9797,11,2025-03-20,economy,paid,13409.36,1
335,250,9797,5,2025-03-15,economy,paid,30602.75,1
336,251,3665,40,2025-05-16,economy,paid,36073.53,1
337,252,6263,31,2024-12-06,economy,paid,39044.02,1
338,253,6259,31,2024-12-10,economy,paid,36241.67,1
339,253,6259,22,2025-01-30,economy,paid,2018.12,1
340,254,2855,51,2025-09-27,economy,paid,12358.83,1
341,255,8445,22,2024-09-07,economy,paid,2078.76,1
342,256,9550,35,2024-12-13,economy,cancelled,15094.61,1
343,256,9550,32,2025-01-07,economy,cancelled,10075.37,1
344,257,241,34,2026-07-07,economy,cancelled,13699.57,1
345,258,7059,33,2026-01-15,economy,paid,4621.17,1
346,258,7059,17,2026-01-25,business,paid,48696.25,1
347,259,8857,30,2026-03-10,economy,paid,2864.69,1
348,259,8857,54,2026-02-27,economy,paid,33842.49,1
349,260,1558,30,2025-01-31,economy,created,3740.35,1
350,261,6052,47,2024-08-30,economy,created,2834.10,1
351,262,2402,27,2025-05-27,economy,created,45106.17,1
352,262,2402,13,2025-05-13,economy,created,14034.78,1
353,263,8327,36,2026-08-08,economy,created,48215.07,1
354,264,8956,13,2025-07-25,business,created,24537.42,1
355,264,8956,14,2025-07-26,economy,created,31718.06,1
356,265,8768,47,2025-09-10,business,paid,7326.38,1
357,266,9357,25,2025-06-10,business,paid,54599.36,1
358,266,9357,3,2025-05-14,economy,paid,5907.43,1
359,266,9357,4,2025-05-30,economy,paid,12336.06,1
360,267,8833,19,2026-08-13,economy,paid,3162.48,1
361,267,8833,49,2026-06-24,economy,paid,8756.57,1
362,268,6862,37,2026-03-11,economy,paid,4413.67,1
363,268,6862,36,2026-01-15,economy,paid,37883.73,1
364,269,4908,17,2024-11-07,economy,cancelled,21316.59,1
365,269,4908,6,2024-11-19,economy,cancelled,29289.66,1
366,270,9674,38,2025-12-10,economy,paid,17150.69,1
367,270,9674,32,2025-10-27,economy,paid,9674.89,1
368,271,9170,55,2025-07-13,economy,paid,8978.47,1
369,271,9170,29,2025-06-18,economy,paid,8682.26,1
370,271,9170,48,2025-06-19,economy,paid,26422.21,1
371,272,820,43,2025-08-15,economy,paid,39701.62,1
372,273,4238,17,2026-06-12,economy,paid,16688.47,1
373,274,6999,11,2025-01-09,business,paid,27346.91,1
374,275,7988,44,2025-10-06,economy,created,43657.68,1
375,276,5461,10,2025-07-14,economy,paid,9932.43,1
376,277,9520,54,2024-10-28,economy,paid,39991.24,1
377,278,741,44,2024-12-26,economy,created,52136.95,1
378,279,9992,1,2025-08-05,economy,paid,26572.25,1
379,280,4339,47,2025-09-09,business,paid,5967.17,1
380,281,191,39,2026-03-19,economy,paid,39504.48,1
381,282,2619,34,2025-08-02,business,paid,28585.45,1
382,283,6663,1,2025-11-08,business,paid,51886.75,1
383,284,4357,34,2024-08-13,economy,paid,10086.39,1
384,285,7142,34,2026-02-27,business,paid,30979.21,1
385,285,7142,40,2026-03-12,economy,paid,35921.84,1
386,286,8638,22,2025-05-25,economy,paid,2492.99,1
387,287,1039,35,2026-01-25,economy,cancelled,16877.60,1
388,288,9610,34,2024-11-24,economy,paid,14609.39,1
389,289,6675,18,2025-05-06,business,created,94151.04,1
390,289,6675,36,2025-04-17,business,created,102990.83,1
391,290,3057,25,2025-08-16,economy,created,21486.60,1
392,290,3057,48,2025-08-25,economy,created,26460.87,1
393,291,2713,23,2025-07-21,economy,cancelled,40878.17,1
394,292,4950,22,2026-03-27,economy,paid,1817.40,1
395,292,4950,57,2026-05-05,economy,paid,3825.42,1
396,293,3167,18,2024-08-04,economy,paid,34883.91,1
397,294,9294,33,2025-04-29,business,cancelled,9949.99,1
398,294,9294,9,2025-04-19,business,cancelled,35698.66,1
399,295,8451,59,2026-04-04,economy,paid,45417.48,1
400,296,8958,52,2025-02-18,business,created,30917.52,1
401,297,7565,48,2025-01-14,economy,paid,30346.07,1
402,297,7565,35,2025-01-27,business,paid,46128.31,1
403,298,1305,54,2025-02-13,economy,paid,33777.01,1
404,299,5349,34,2025-06-27,business,paid,36620.04,1
405,299,5349,15,2025-07-05,economy,paid,4580.99,1
406,300,8945,21,2025-05-17,economy,paid,40226.72,1
407,300,8945,33,2025-05-29,economy,paid,4090.39,1
408,301,9532,25,2025-07-21,economy,paid,24735.77,1
409,302,5106,15,2025-10-10,business,paid,15185.87,1
410,303,5363,4,2025-08-13,economy,paid,10244.08,1
411,304,808,14,2026-04-16,economy,paid,26275.17,1
412,305,7828,55,2025-07-28,economy,paid,10231.80,1
413,306,729,57,2025-08-10,economy,paid,4180.66,1
414,307,1288,26,2025-05-26,economy,paid,28367.82,1
415,308,3394,23,2025-06-02,economy,paid,43622.51,1
416,309,8433,32,2025-08-05,business,paid,22436.69,1
417,309,8433,44,2025-08-18,economy,paid,52079.81,1
418,309,8433,48,2025-07-11,economy,paid,19498.95,1
419,310,7955,2,2026-07-30,economy,paid,11257.51,1
420,310,7955,4,2026-08-23,economy,paid,15087.31,1
421,310,7955,34,2026-08-05,economy,paid,12898.03,1
422,311,2227,46,2025-10-02,economy,paid,37460.49,1
423,312,770,37,2025-10-01,business,cancelled,8548.00,1
424,313,9122,7,2025-09-01,economy,created,11454.08,1
425,314,2652,52,2026-07-28,economy,created,17907.40,1
426,315,5157,22,2025-05-29,economy,paid,2260.13,1
427,315,5157,24,2025-05-20,economy,paid,14393.24,1
428,316,5570,22,2025-03-11,economy,paid,2584.65,1
429,317,5226,36,2025-12-02,economy,paid,36015.02,1
430,318,6966,24,2025-08-10,economy,paid,14245.05,1
431,319,6247,57,2026-04-09,economy,paid,4920.56,1
432,320,5514,27,2024-07-31,business,paid,107893.15,1
433,321,6497,15,2024-09-25,economy,paid,4255.50,1
434,322,1941,50,2026-01-15,economy,created,13406.70,1
435,323,7838,38,2024-09-23,business,paid,50504.73,1
436,324,6574,30,2026-03-01,business,paid,6505.02,1
437,324,6574,33,2026-03-02,economy,paid,4836.98,1
438,325,455,58,2025-11-01,economy,paid,10762.47,1
439,325,455,53,2025-11-22,business,paid,12914.88,1
440,326,8248,52,2025-11-11,business,paid,31698.78,1
441,327,983,4,2026-07-10,business,created,29536.09,1
442,328,1776,12,2025-04-22,economy,cancelled,24969.07,1
443,328,1776,41,2025-04-13,business,cancelled,18792.07,1
444,329,8103,46,2025-01-03,economy,paid,29033.85,1
445,329,8103,35,2025-01-26,economy,paid,12841.74,1
446,330,2833,24,2025-01-06,economy,paid,14879.47,1
447,331,7276,5,2026-08-05,economy,cancelled,45206.25,1
448,331,7276,14,2026-07-04,economy,cancelled,29703.87,1
449,332,7310,16,2026-04-10,economy,paid,28951.17,1
450,333,2689,25,2024-10-30,economy,paid,27835.51,1
451,334,2698,44,2025-01-06,economy,created,43808.84,1
452,335,7557,26,2025-01-25,economy,paid,31717.15,1
453,336,6038,20,2025-10-20,economy,paid,3568.47,1
454,337,2022,58,2024-09-29,economy,paid,12079.52,1
455,338,8249,46,2025-08-31,economy,created,26556.95,1
456,339,4397,17,2026-03-12,economy,created,16931.34,1
457,339,4397,3,2026-02-23,economy,created,4420.98,1
458,340,1826,17,2026-04-22,economy,paid,17650.69,1
459,341,4678,45,2025-02-15,economy,created,44644.99,1
460,341,4678,56,2025-03-07,economy,created,7938.73,1
461,342,1391,21,2025-06-20,economy,created,40498.66,1
462,343,4809,22,2024-10-12,business,created,5758.21,1
463,344,2781,4,2026-06-21,economy,paid,11635.66,1
464,345,2781,58,2026-06-02,economy,paid,10642.55,1
465,345,2781,20,2026-05-31,economy,paid,4142.36,1
466,346,8895,24,2026-06-21,economy,paid,15624.79,1
467,347,4046,58,2026-06-19,business,paid,36253.54,1
468,347,4046,49,2026-06-19,economy,paid,12184.89,1
469,348,544,39,2025-08-12,business,paid,111681.96,1
470,349,5325,32,2025-02-04,economy,paid,9345.19,1
471,350,5424,11,2025-12-25,business,paid,36830.28,1
472,351,8433,51,2026-07-03,economy,paid,12164.80,1
473,352,8277,24,2025-11-21,economy,paid,11389.66,1
474,353,5659,25,2025-12-02,economy,cancelled,20602.09,1
475,354,4291,38,2025-02-20,business,paid,48965.54,1
476,355,9876,38,2024-08-18,economy,created,18804.86,1
477,356,256,32,2024-10-06,economy,created,7546.27,1
478,356,256,49,2024-10-21,economy,created,9343.50,1
479,357,3948,50,2024-09-25,economy,paid,13717.80,1
480,358,8231,60,2025-02-17,economy,created,46372.33,1
481,359,9305,45,2025-01-03,economy,created,48448.77,1
482,360,5015,32,2025-10-26,economy,paid,7874.53,1
483,361,7854,32,2025-06-05,economy,paid,11448.38,1
484,362,597,56,2026-05-08,economy,cancelled,10342.90,1
